feedback_times,feedbackType,action_time
0.3796728285259232,-1.0,0.0014698564308039538
0.023512722423724153,1.0,0.014343638316249073
0.2130301391133349,1.0,0.0005478205093738827
0.003176284850514577,1.0,0.005401047243528766
0.04186124378873224,1.0,0.004382564049807142
0.2068117400654601,1.0,0.009420969546486371
0.13286728110970536,1.0,0.005331605207780599
0.12280995847522291,-1.0,0.01073651033865019
0.19850411227529952,-1.0,0.0019906717010467613
0.1705254238246967,1.0,0.00638866731078726
0.14374605672278218,1.0,0.020882763368125234
0.19887102793911815,1.0,0.005350894662738904
0.015043542214487893,-1.0,0.0033332177296574762
0.08279150753509601,1.0,0.0022568661726398674
0.06100931271957322,1.0,0.006913340471642786
0.06525074826567723,-1.0,0.008352333772062603
0.17225047507973823,1.0,0.014424654026072209
0.1383408687419485,-1.0,0.044072506903196966
0.014865588117563,1.0,0.00335246860562369
0.05245798721252859,1.0,0.008194121667142182
0.03817839626809594,1.0,0.001747585997365905
0.08562552031120552,-1.0,0.007275943636491495
0.08041477025039212,-1.0,0.004525267435187235
0.12402844706014271,-1.0,0.0013810863634562407
0.08492728527942361,1.0,0.004475114853783345
0.17719288383422072,1.0,0.007445690835784276
0.07861578822729864,1.0,0.004532983217254766
0.0971368147178131,1.0,0.0027699270825774294
0.06071906600049193,-1.0,0.00022757698904398083
0.009222178772927414,1.0,0.0049496354330946304
0.13146807286952278,1.0,0.004073894202078543
0.005202535531056984,-1.0,0.005049940596218197
0.13926913798949503,-1.0,0.006334618261199598
0.010971873617304784,1.0,0.0011881918199082109
0.10999529200927949,-1.0,0.007395538254941782
0.07131854760086265,-1.0,0.004629430490011226
0.3360345081268368,1.0,0.007476553963703529
0.03875888970626962,1.0,0.0004899135699015632
0.18571408939879186,-1.0,0.003911862785484865
0.09814720188149328,-1.0,0.006743554695638589
0.0534848034357327,-1.0,0.007449548727782943
0.007943450302927424,-1.0,0.0062381709897589115
0.057802907926529645,1.0,0.014949288609532117
0.29757681784601253,-1.0,0.006508223351894561
0.06653495308887036,1.0,0.01569000365973476
0.18455857887554883,1.0,0.0022066750145771923
0.21939366152079476,1.0,0.010408551037489585
0.059785347781515785,1.0,0.004760598781018958
0.13395707539465285,-1.0,0.00251144839475359
0.3222176690270029,-1.0,0.13500299507942895
0.027009373935904524,-1.0,0.008911689374159744
0.06738652601002704,1.0,0.005663345248517028
0.031541056201100925,-1.0,0.008977273519435542
0.023997379681117703,-1.0,0.009752709587503499
0.03475019917080768,-1.0,0.010848350599058365
0.2827550679357249,1.0,0.0002391506636891198
0.26727889381916725,1.0,0.009528951916369545
0.2048457292700645,1.0,0.008325289960220066
0.12006356735017043,1.0,0.009891593659877016
0.14286162568249994,-1.0,0.007422543493178131
0.09733943978587067,1.0,0.008062953380274754
0.042677220414133465,-1.0,0.002330127524306857
0.06867073083320907,1.0,0.007843053599911411
0.013849697218937251,-1.0,0.012310491245487797
0.10266245508712135,-1.0,0.004752883000618074
0.01851281196072474,-1.0,0.003661099880026799
0.017138247309922416,1.0,0.002970537411543829
0.2803728542978168,1.0,0.0040275995142873364
0.006757819837155399,-1.0,0.005960402848064474
0.021056578017786265,1.0,0.004552272674879707
0.15481650469750807,-1.0,0.006423349754432356
0.17168914887770725,1.0,0.017900575139223836
0.0007968093892141148,1.0,0.007476553966440339
0.021218130436895244,-1.0,0.003784552388931912
0.009482305549468606,1.0,0.008221126907448683
0.16799808682724793,1.0,0.0032714529012829456
0.07535735807887578,1.0,0.011484902596875587
0.03291835902854423,-1.0,0.0025153062878750508
0.10317449411042512,-1.0,0.00619573419280849
0.6502621778488038,1.0,0.00480303558325002
0.14764522019450332,-1.0,0.003607089408957548
0.13779873715781266,1.0,0.016006350715486114
0.026902585048704797,1.0,1.0
0.4705310043107702,-1.0,0.00866092646982447
